student_id,micourse,microlettergrade,micro_repeater,micro_grade,miclass_size,mipercent_female,micro_aarts,micro_age,micro_age2,econ_major_at_entry,bus_major_at_entry,nonlerner_at_entry,female,minority,micro_relative_grade,mifem_adjunct,mimale_adjunct,mifem_prof,mimale_prof,mifem_gradta,mimale_gradta,macro_econ,sat_math,sat_verb,nonfresh_micro,year_07_08,year_08_09,year_09_10,year_10_11,year_11_12,year_12_13,year_13_14,year_14_15,year_fall_15,mean_gpa_nomicro
1723174055,ECON1511942098,D-,0,0.6700000166893005,13,0.38461539149284363,0,21,441,0,0,1,1,0,0.26592665910720825,0,0,0,1,0,0,0,53,50,1,0,0,1,0,0,0,0,0,0,2.519491672515869
1723175738,ECON1511942098,A,0,4,13,0.38461539149284363,0,20,400,0,0,1,1,1,1.0700600147247314,0,0,0,1,0,0,0,70,62,1,0,0,1,0,0,0,0,0,0,3.738107919692993
1723562411,ECON1511942078,B,0,3,29,0.6206896305084229,0,19,361,0,0,1,1,0,0.8725107908248901,0,0,0,1,0,0,1,70,63,1,1,0,0,0,0,0,0,0,0,3.4383528232574463
1723574748,ECON1511942083,B+,0,3.3299999237060547,46,0.47826087474823,0,20,400,0,0,1,1,1,1.0858922004699707,0,0,0,1,0,0,1,78,64,1,1,0,0,0,0,0,0,0,0,3.0666027069091797
1723583651,ECON1511942103,B-,0,2.6700000762939453,12,0.6666666865348816,0,22,484,0,0,1,1,1,1.0654150247573853,0,0,0,1,0,0,0,55,53,1,0,0,1,0,0,0,0,0,0,2.506065607070923
1723605247,ECON1511942083,B,0,3,46,0.47826087474823,0,19,361,0,0,1,1,1,0.92291659116745,0,0,0,1,0,0,1,61,57,1,1,0,0,0,0,0,0,0,0,3.2505645751953125
1723611830,ECON1511942083,C+,0,2.3299999237060547,46,0.47826087474823,0,19,361,0,0,1,1,1,0.9516819715499878,0,0,0,1,0,0,0,53,49,1,1,0,0,0,0,0,0,0,0,2.4482970237731934
1723645467,ECON1511942083,B-,0,2.6700000762939453,46,0.47826087474823,0,19,361,0,0,1,1,0,0.7999280691146851,0,0,0,1,0,0,1,48,62,1,1,0,0,0,0,0,0,0,0,3.3378000259399414
1723646117,ECON1511942078,B,0,3,29,0.6206896305084229,0,19,361,0,0,1,1,0,0.9391408562660217,0,0,0,1,0,0,0,62,58,1,1,0,0,0,0,0,0,0,0,3.194408893585205
1723667682,ECON1511942108,B,0,3,7,0.7142857313156128,0,21,441,0,0,1,1,0,0.9222038388252258,0,0,0,1,0,0,0,74,69,1,0,0,0,1,0,0,0,0,0,3.2530767917633057
1723673652,ECON1511942078,A-,0,3.6700000762939453,29,0.6206896305084229,0,18,324,0,0,1,1,0,0.9693716764450073,0,0,0,1,0,0,1,65,54,1,1,0,0,0,0,0,0,0,0,3.7859573364257813
1723684572,ECON1511942103,B-,0,2.6700000762939453,12,0.6666666865348816,0,20,400,0,0,1,1,0,0.770527184009552,0,0,0,1,0,0,0,61,64,1,0,0,1,0,0,0,0,0,0,3.4651598930358887
1723715222,ECON1511942123,B+,0,3.3299999237060547,16,0.625,0,23,529,0,0,1,1,0,1.4541301727294922,0,0,0,1,0,0,0,63,53,1,0,0,0,0,1,0,0,0,0,2.2900288105010986
1723716123,ECON1511942078,B,0,3,29,0.6206896305084229,0,18,324,0,0,1,1,0,0.9262322187423706,0,0,0,1,0,0,0,65,65,1,1,0,0,0,0,0,0,0,0,3.2389285564422607
1723718642,ECON1511942098,C-,0,1.6699999570846558,13,0.38461539149284363,0,21,441,0,0,1,1,0,0.8345756530761719,0,0,0,1,0,0,0,60,69,1,0,0,1,0,0,0,0,0,0,2.001016855239868
1723723783,ECON1511942103,C-,0,1.6699999570846558,12,0.6666666865348816,0,21,441,0,0,1,1,0,0.5445427298545837,0,0,0,1,0,0,0,60,43,1,0,0,1,0,0,0,0,0,0,3.066793441772461
1723725370,ECON1511942083,B,0,3,46,0.47826087474823,0,19,361,0,0,1,1,0,1.3051990270614624,0,0,0,1,0,0,1,53,52,1,1,0,0,0,0,0,0,0,0,2.298499822616577
1723731636,ECON1511942083,A,0,4,46,0.47826087474823,0,20,400,0,0,1,1,0,1.1484867334365845,0,0,0,1,0,0,0,58,56,1,1,0,0,0,0,0,0,0,0,3.4828436374664307
1724448134,ECON1511942083,B,0,3,46,0.47826087474823,0,18,324,0,0,1,1,0,1.2341346740722656,0,0,0,1,0,0,0,61,64,1,1,0,0,0,0,0,0,0,0,2.4308528900146484
1724455601,ECON1511942113,A,0,4,14,0.5714285969734192,0,21,441,0,0,1,1,1,1.1079705953598022,0,0,0,1,0,0,0,74,63,1,0,0,0,1,0,0,0,0,0,3.610203981399536
1724473127,ECON1511942108,B-,0,2.6700000762939453,7,0.7142857313156128,0,21,441,0,0,1,1,0,0.7633987069129944,0,0,0,1,0,0,0,62,66,1,0,0,0,1,0,0,0,0,0,3.4975168704986572
1724480264,ECON1511942103,A,0,4,12,0.6666666865348816,0,20,400,0,0,1,1,0,1.0841432809829712,0,0,0,1,0,0,0,70,73,1,0,0,1,0,0,0,0,0,0,3.689549207687378
1724481172,ECON1511942083,B-,0,2.6700000762939453,46,0.47826087474823,0,18,324,0,0,1,1,0,0.8708415031433105,0,0,0,1,0,0,0,64,59,1,1,0,0,0,0,0,0,0,0,3.065999984741211
1724643175,ECON1511692113,C-,0,1.6699999570846558,1,1,0,21,441,0,0,1,1,0,0.495673269033432,0,0,1,0,0,0,0,66,71,1,0,0,0,1,0,0,0,0,0,3.369154930114746
